post_id;data;dia_semana;horario;formato;funil;tipo_conteudo;avatar;tema;keyword_manychat;hook_ou_capa;total_slides_ou_duracao;legenda_preview
2026-04-16_1830;2026-04-16;Quinta;18:30;REEL;TOPO;Expressoes Idiomaticas;Academico;Como falar 'tirar de letra' em espanhol;ERROS;Para! Voce fala isso todo dia mas nao sabe em espanhol.;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'tirar de letra' em espanhol  Nos, na...
2026-04-16_2000;2026-04-16;Quinta;20:00;CARROSSEL;FUNDO;Metodo e Bastidor;Profissional;Como nosso metodo adapta o aprendizado para seu contexto (vol. 2);METODO;COMO NOSSO METODO ADAPTA O APRENDIZADO PARA SEU CONTEXTO (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como nosso metodo adapta o aprendizado para seu c...
2026-04-17_0700;2026-04-17;Sexta;07:00;REEL;FUNDO;CTA Indireto;Viajante;Se voce quer destravar seu espanhol antes da viagem, eu te mostro como (vol. 2);AULA;Eu tenho algo especial pra te mostrar.;30-60 segundos;Eu tenho algo especial pra voce. Le ate o final. 👇  Se voce quer destravar seu espanhol antes da via...
2026-04-17_0930;2026-04-17;Sexta;09:30;CARROSSEL;TOPO;Cultura e Diferencas;Vai Morar Fora;Vida social: espanhois vs brasileiros;VIAGEM;VIDA SOCIAL: ESPANHOIS VS BRASILEIROS;7 slides;Sabia que isso muda de pais pra pais? 🌎  Vida social: espanhois vs brasileiros  O mundo hispanico e ...
2026-04-17_1200;2026-04-17;Sexta;12:00;REEL;MEIO;Desejo e Transformacao;Academico;Imagina ter o DELE no curriculo...;AULA;E se eu te dissesse que isso e possivel em 6 meses?;30-60 segundos;Fecha os olhos e imagina isso... ✨  Imagina ter o DELE no curriculo...  Isso nao e um sonho distante...
2026-04-17_1500;2026-04-17;Sexta;15:00;CARROSSEL;MEIO;Quebra de Crencas;Profissional;Voce nao precisa ser perfeito — precisa ser funcional;METODO;VOCE NAO PRECISA SER PERFEITO — PRECISA SER FUNCIONAL;6 slides;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Voce nao precisa ser perfeito — precisa ser funci...
2026-04-17_1830;2026-04-17;Sexta;18:30;REEL;FUNDO;Prova Social;Viajante;De 'nao falo nada' a 'negociei preco no mercado em espanhol' (vol. 2);AULA;Essa historia me emociona toda vez que eu conto.;30-60 segundos;Olha o resultado que esse aluno teve 👇  De 'nao falo nada' a 'negociei preco no mercado em espanhol'...
2026-04-17_2000;2026-04-17;Sexta;20:00;CARROSSEL;MEIO;Quebra de Crencas;Vai Morar Fora;Imersao sem metodo e perda de tempo;METODO;IMERSAO SEM METODO E PERDA DE TEMPO;6 slides;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Imersao sem metodo e perda de tempo  Eu sei que p...
2026-04-18_0700;2026-04-18;Sabado;07:00;REEL;FUNDO;Prova Social;Academico;Aluna conseguiu bolsa integral na Espanha;AULA;Isso aqui e a prova de que o metodo funciona.;30-60 segundos;Olha o resultado que esse aluno teve 👇  Aluna conseguiu bolsa integral na Espanha  Essa e uma histor...
2026-04-18_0930;2026-04-18;Sabado;09:30;CARROSSEL;TOPO;Erros e Falsos Amigos;Profissional;EMPRESA vs COMPANIA — quando usar cada um (vol. 2);FALSOS;CUIDADO! EMPRESA VS COMPANIA;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  EMPRESA vs COMPANIA — quando usar cada u...
2026-04-18_1200;2026-04-18;Sabado;12:00;REEL;MEIO;Perguntas de Seguidores;Viajante;Seguidor pergunta: como se apresentar em espanhol?;ERROS;Voce tambem tem essa duvida? Entao presta atencao.;30-60 segundos;Voces pediram, eu respondi 👇  Seguidor pergunta: como se apresentar em espanhol?  Recebi essa pergun...
2026-04-18_1500;2026-04-18;Sabado;15:00;CARROSSEL;TOPO;Erros e Falsos Amigos;Vai Morar Fora;CUENTA pode ser conta bancaria E conta do restaurante!;FALSOS;CUIDADO! CUENTA;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  CUENTA pode ser conta bancaria E conta d...
2026-04-18_1830;2026-04-18;Sabado;18:30;REEL;MEIO;Desejo e Transformacao;Academico;A diferenca entre saber gramatica e realmente usar o idioma;AULA;E se eu te dissesse que isso e possivel em 6 meses?;30-60 segundos;Fecha os olhos e imagina isso... ✨  A diferenca entre saber gramatica e realmente usar o idioma  Iss...
2026-04-18_2000;2026-04-18;Sabado;20:00;CARROSSEL;TOPO;Palavras do Cotidiano;Profissional;Como falar 'folga' em espanhol;ERROS;COMO FALAR FOLGA EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'folga' em espanhol  Nos, nativos, falamos iss...
2026-04-19_0700;2026-04-19;Domingo;07:00;REEL;TOPO;Expressoes Idiomaticas;Viajante;Como falar 'pagar mico' em espanhol;VIAGEM;Voce sabe como falar isso em espanhol?;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'pagar mico' em espanhol  Nos, nativo...
2026-04-19_0930;2026-04-19;Domingo;09:30;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: como reclamar de um servico? (vol. 2);ERROS;SEGUIDOR PERGUNTA: COMO RECLAMAR DE UM SERVICO? (VOL. 2);4 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como reclamar de um servico? (vol. 2)  Recebi essa ...
2026-04-19_1200;2026-04-19;Domingo;12:00;REEL;MEIO;Perguntas de Seguidores;Academico;Seguidor pergunta: como melhorar redacao em espanhol?;ERROS;Voce tambem tem essa duvida? Entao presta atencao.;30-60 segundos;Voces pediram, eu respondi 👇  Seguidor pergunta: como melhorar redacao em espanhol?  Recebi essa per...
2026-04-19_1500;2026-04-19;Domingo;15:00;CARROSSEL;FUNDO;Metodo e Bastidor;Profissional;Por que metodo generico nao resolve espanhol corporativo (vol. 2);METODO;POR QUE METODO GENERICO NAO RESOLVE ESPANHOL CORPORATIVO (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Por que metodo generico nao resolve espanhol corp...
2026-04-19_1830;2026-04-19;Domingo;18:30;REEL;TOPO;Palavras do Cotidiano;Viajante;Como falar 'gorjeta' em espanhol;VIAGEM;Se voce falar essa palavra errada, vai passar vergonha.;30-60 segundos;Essa palavra simples vai te surpreender 👇  Como falar 'gorjeta' em espanhol  Nos, nativos, falamos i...
2026-04-19_2000;2026-04-19;Domingo;20:00;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;Como nosso metodo prepara voce para o dia a dia real (vol. 2);METODO;COMO NOSSO METODO PREPARA VOCE PARA O DIA A DIA REAL (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como nosso metodo prepara voce para o dia a dia r...
2026-04-20_0700;2026-04-20;Segunda;07:00;REEL;TOPO;Expressoes Idiomaticas;Academico;Como falar 'nao ter pe nem cabeca' em espanhol;ERROS;Essa expressao brasileira nao existe em espanhol!;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'nao ter pe nem cabeca' em espanhol  ...
2026-04-20_0930;2026-04-20;Segunda;09:30;CARROSSEL;FUNDO;Prova Social;Profissional;Print de aluno: 'Apresentei em espanhol e arrasaram nos elogios';AULA;PRINT DE ALUNO: 'APRESENTEI EM ESPANHOL E ARRASARAM NOS ELOGIOS';6 slides;Olha o resultado que esse aluno teve 👇  Print de aluno: 'Apresentei em espanhol e arrasaram nos elog...
2026-04-20_1200;2026-04-20;Segunda;12:00;REEL;TOPO;Erros e Falsos Amigos;Viajante;VASO em espanhol e copo, nao vaso de flor!;FALSOS;PARA! Nao fala isso em espanhol!;30-60 segundos;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  VASO em espanhol e copo, nao vaso de flo...
2026-04-20_1500;2026-04-20;Segunda;15:00;CARROSSEL;MEIO;Dor e Identificacao;Vai Morar Fora;Voce sente que parece menos inteligente em espanhol?;TRAVA;VOCE SENTE QUE PARECE MENOS INTELIGENTE EM ESPANHOL?;6 slides;Se voce se identifica... esse post e pra voce. 👇  Voce sente que parece menos inteligente em espanho...
2026-04-20_1830;2026-04-20;Segunda;18:30;REEL;MEIO;Desejo e Transformacao;Academico;Imagina estudar no exterior sem barreira linguistica...;AULA;Essa pode ser a sua realidade. Eu vou te mostrar como.;30-60 segundos;Fecha os olhos e imagina isso... ✨  Imagina estudar no exterior sem barreira linguistica...  Isso na...
2026-04-20_2000;2026-04-20;Segunda;20:00;CARROSSEL;TOPO;Cultura e Diferencas;Profissional;Setores que mais contratam quem fala espanhol;VIAGEM;SETORES QUE MAIS CONTRATAM QUEM FALA ESPANHOL;7 slides;Sabia que isso muda de pais pra pais? 🌎  Setores que mais contratam quem fala espanhol  O mundo hisp...
2026-04-21_0700;2026-04-21;Terca;07:00;REEL;MEIO;Quebra de Crencas;Viajante;Assistir serie com legenda nao te ensina a falar;METODO;Voce acredita nisso? Entao voce ta errado.;30-60 segundos;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Assistir serie com legenda nao te ensina a falar ...
2026-04-21_0930;2026-04-21;Terca;09:30;CARROSSEL;TOPO;Expressoes Idiomaticas;Vai Morar Fora;Como falar 'matar a saudade' em espanhol;VIAGEM;COMO FALAR MATAR A SAUDADE EM ESPANHOL?;7 slides;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'matar a saudade' em espanhol  Nos, n...
2026-04-21_1200;2026-04-21;Terca;12:00;REEL;MEIO;Perguntas de Seguidores;Academico;Seguidor pergunta: como interpretar texto em espanhol?;ERROS;Voces me perguntaram isso e eu PRECISO responder.;30-60 segundos;Voces pediram, eu respondi 👇  Seguidor pergunta: como interpretar texto em espanhol?  Recebi essa pe...
2026-04-21_1500;2026-04-21;Terca;15:00;CARROSSEL;TOPO;Palavras do Cotidiano;Profissional;Como falar 'prazo' em espanhol (vol. 2);ERROS;COMO FALAR PRAZO (VOL. 2) EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'prazo' em espanhol (vol. 2)  Nos, nativos, fa...
2026-04-21_1830;2026-04-21;Terca;18:30;REEL;MEIO;Perguntas de Seguidores;Viajante;Seguidor pergunta: como falar os numeros grandes? (vol. 2);ERROS;Voces me perguntaram isso e eu PRECISO responder.;30-60 segundos;Voces pediram, eu respondi 👇  Seguidor pergunta: como falar os numeros grandes? (vol. 2)  Recebi ess...
2026-04-21_2000;2026-04-21;Terca;20:00;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;Como nosso metodo prepara voce para o dia a dia real (vol. 2);METODO;COMO NOSSO METODO PREPARA VOCE PARA O DIA A DIA REAL (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como nosso metodo prepara voce para o dia a dia r...
2026-04-22_0700;2026-04-22;Quarta;07:00;REEL;FUNDO;Metodo e Bastidor;Academico;Os 3 pilares do metodo e como aplicar nos estudos;METODO;Voce sabe POR QUE voce trava ao falar espanhol?;30-60 segundos;Voce sabe POR QUE voce trava? A ciencia explica 👇  Os 3 pilares do metodo e como aplicar nos estudos...
2026-04-22_0930;2026-04-22;Quarta;09:30;CARROSSEL;TOPO;Expressoes Idiomaticas;Profissional;Como falar 'vestir a camisa' em espanhol;ERROS;COMO FALAR VESTIR A CAMISA EM ESPANHOL?;7 slides;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'vestir a camisa' em espanhol  Nos, n...
2026-04-22_1200;2026-04-22;Quarta;12:00;REEL;MEIO;Desejo e Transformacao;Viajante;6 meses para sair do 'entendo tudo' para 'falo de verdade';AULA;Essa pode ser a sua realidade. Eu vou te mostrar como.;30-60 segundos;Fecha os olhos e imagina isso... ✨  6 meses para sair do 'entendo tudo' para 'falo de verdade'  Isso...
2026-04-22_1500;2026-04-22;Quarta;15:00;CARROSSEL;TOPO;Erros e Falsos Amigos;Vai Morar Fora;CARPETA em espanhol e pasta, nao carpete!;FALSOS;CUIDADO! CARPETA;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  CARPETA em espanhol e pasta, nao carpete...
2026-04-22_1830;2026-04-22;Quarta;18:30;REEL;TOPO;Expressoes Idiomaticas;Academico;Como falar 'dar um branco' em espanhol;ERROS;Para! Voce fala isso todo dia mas nao sabe em espanhol.;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'dar um branco' em espanhol  Nos, nat...
2026-04-22_2000;2026-04-22;Quarta;20:00;CARROSSEL;FUNDO;Prova Social;Profissional;Aluno foi promovido depois de destravar o espanhol (vol. 2);AULA;ALUNO FOI PROMOVIDO DEPOIS DE DESTRAVAR O ESPANHOL (VOL. 2);6 slides;Olha o resultado que esse aluno teve 👇  Aluno foi promovido depois de destravar o espanhol (vol. 2) ...
2026-04-23_0700;2026-04-23;Quinta;07:00;REEL;MEIO;Perguntas de Seguidores;Viajante;Seguidor pergunta: MUY vs MUCHO — qual usar? (vol. 2);ERROS;Voce tambem tem essa duvida? Entao presta atencao.;30-60 segundos;Voces pediram, eu respondi 👇  Seguidor pergunta: MUY vs MUCHO — qual usar? (vol. 2)  Recebi essa per...
2026-04-23_0930;2026-04-23;Quinta;09:30;CARROSSEL;FUNDO;CTA Indireto;Vai Morar Fora;Se voce vai se mudar e quer chegar preparado, eu te ajudo (vol. 2);AULA;VOCE QUER DESTRAVAR SEU ESPANHOL?;5 slides;Eu tenho algo especial pra voce. Le ate o final. 👇  Se voce vai se mudar e quer chegar preparado, eu...
2026-04-23_1200;2026-04-23;Quinta;12:00;REEL;MEIO;Desejo e Transformacao;Academico;A diferenca entre saber gramatica e realmente usar o idioma (vol. 2);AULA;A transformacao que meus alunos vivem todo dia.;30-60 segundos;Fecha os olhos e imagina isso... ✨  A diferenca entre saber gramatica e realmente usar o idioma (vol...
2026-04-23_1500;2026-04-23;Quinta;15:00;CARROSSEL;MEIO;Dor e Identificacao;Profissional;Voce fica mudo nas reunioes em espanhol?;TRAVA;VOCE FICA MUDO NAS REUNIOES EM ESPANHOL?;6 slides;Se voce se identifica... esse post e pra voce. 👇  Voce fica mudo nas reunioes em espanhol?  Eu sei c...
2026-04-23_1830;2026-04-23;Quinta;18:30;REEL;FUNDO;Metodo e Bastidor;Viajante;A diferenca entre estudar e adquirir espanhol (vol. 2);METODO;Eu vou te explicar o que acontece no seu cerebro quando voce tenta falar.;30-60 segundos;Voce sabe POR QUE voce trava? A ciencia explica 👇  A diferenca entre estudar e adquirir espanhol (vo...
2026-04-23_2000;2026-04-23;Quinta;20:00;CARROSSEL;TOPO;Expressoes Idiomaticas;Vai Morar Fora;Como falar 'quebrar o galho' em espanhol;VIAGEM;COMO FALAR QUEBRAR O GALHO EM ESPANHOL?;7 slides;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'quebrar o galho' em espanhol  Nos, n...
2026-04-24_0700;2026-04-24;Sexta;07:00;REEL;FUNDO;Prova Social;Academico;Print de aluno: 'Passei no DELE! Obrigado Ale!';AULA;Isso aqui e a prova de que o metodo funciona.;30-60 segundos;Olha o resultado que esse aluno teve 👇  Print de aluno: 'Passei no DELE! Obrigado Ale!'  Essa e uma ...
2026-04-24_0930;2026-04-24;Sexta;09:30;CARROSSEL;TOPO;Cultura e Diferencas;Profissional;Diferenca entre networking brasileiro e hispanico;VIAGEM;DIFERENCA ENTRE NETWORKING BRASILEIRO E HISPANICO;7 slides;Sabia que isso muda de pais pra pais? 🌎  Diferenca entre networking brasileiro e hispanico  O mundo ...
2026-04-24_1200;2026-04-24;Sexta;12:00;REEL;MEIO;Quebra de Crencas;Viajante;Voce nao precisa de vocabulario — precisa de pratica;METODO;Tudo que te ensinaram sobre aprender espanhol e mentira.;30-60 segundos;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Voce nao precisa de vocabulario — precisa de prat...
2026-04-24_1500;2026-04-24;Sexta;15:00;CARROSSEL;MEIO;Dor e Identificacao;Vai Morar Fora;Voce entende mas nao consegue se expressar como realmente e?;TRAVA;VOCE ENTENDE MAS NAO CONSEGUE SE EXPRESSAR COMO REALMENTE E?;6 slides;Se voce se identifica... esse post e pra voce. 👇  Voce entende mas nao consegue se expressar como re...
2026-04-24_1830;2026-04-24;Sexta;18:30;REEL;MEIO;Historia e Autoridade Pessoal;Academico;Por que o metodo tradicional nao funciona (eu vi acontecer) (vol. 2);METODO;Quando eu cheguei no Brasil, eu nao falava uma palavra em portugues.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  Por que o metodo tradicional nao funciona (eu vi acon...
2026-04-24_2000;2026-04-24;Sexta;20:00;CARROSSEL;FUNDO;Prova Social;Profissional;Aluno foi promovido depois de destravar o espanhol (vol. 2);AULA;ALUNO FOI PROMOVIDO DEPOIS DE DESTRAVAR O ESPANHOL (VOL. 2);6 slides;Olha o resultado que esse aluno teve 👇  Aluno foi promovido depois de destravar o espanhol (vol. 2) ...
2026-04-25_0700;2026-04-25;Sabado;07:00;REEL;FUNDO;CTA Indireto;Viajante;Quer sair do portunhol? Comeca por aqui (vol. 2);AULA;Eu preparei algo que pode mudar sua relacao com o espanhol.;30-60 segundos;Eu tenho algo especial pra voce. Le ate o final. 👇  Quer sair do portunhol? Comeca por aqui (vol. 2)...
2026-04-25_0930;2026-04-25;Sabado;09:30;CARROSSEL;TOPO;Palavras do Cotidiano;Vai Morar Fora;Como falar 'boleto' em espanhol;VIAGEM;COMO FALAR BOLETO EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'boleto' em espanhol  Nos, nativos, falamos is...
2026-04-25_1200;2026-04-25;Sabado;12:00;REEL;MEIO;Historia e Autoridade Pessoal;Academico;15 anos ensinando brasileiros — o que eu descobri (vol. 2);METODO;Essa experiencia mudou completamente a forma como eu ensino.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  15 anos ensinando brasileiros — o que eu descobri (vo...
2026-04-25_1500;2026-04-25;Sabado;15:00;CARROSSEL;TOPO;Cultura e Diferencas;Profissional;Horario comercial Brasil vs paises hispanicos;VIAGEM;HORARIO COMERCIAL BRASIL VS PAISES HISPANICOS;7 slides;Sabia que isso muda de pais pra pais? 🌎  Horario comercial Brasil vs paises hispanicos  O mundo hisp...
2026-04-25_1830;2026-04-25;Sabado;18:30;REEL;TOPO;Cultura e Diferencas;Viajante;Como cada pais hispanico diz 'legal/massa/bacana';VIAGEM;A diferenca cultural que ninguem te contou.;30-60 segundos;Sabia que isso muda de pais pra pais? 🌎  Como cada pais hispanico diz 'legal/massa/bacana'  O mundo ...
2026-04-25_2000;2026-04-25;Sabado;20:00;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: como pedir orcamento em espanhol? (vol. 2);ERROS;COMO PEDIR ORCAMENTO EM ESPANHOL? (VOL. 2);6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como pedir orcamento em espanhol? (vol. 2)  Recebi ...
2026-04-26_0700;2026-04-26;Domingo;07:00;REEL;TOPO;Expressoes Idiomaticas;Academico;Como falar 'nao ter pe nem cabeca' em espanhol (vol. 2);ERROS;Eu, como nativa, nunca entendi essa expressao... ate agora.;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'nao ter pe nem cabeca' em espanhol (...
2026-04-26_0930;2026-04-26;Domingo;09:30;CARROSSEL;FUNDO;CTA Indireto;Profissional;Se o espanhol e o que falta pra sua promocao, eu te mostro o caminho (vol. 2);AULA;VOCE QUER DESTRAVAR SEU ESPANHOL?;5 slides;Eu tenho algo especial pra voce. Le ate o final. 👇  Se o espanhol e o que falta pra sua promocao, eu...
2026-04-26_1200;2026-04-26;Domingo;12:00;REEL;MEIO;Dor e Identificacao;Viajante;Voce depende do Google Tradutor pra tudo na viagem?;TRAVA;Eu sei exatamente o que voce ta sentindo.;30-60 segundos;Se voce se identifica... esse post e pra voce. 👇  Voce depende do Google Tradutor pra tudo na viagem...
2026-04-26_1500;2026-04-26;Domingo;15:00;CARROSSEL;FUNDO;Prova Social;Vai Morar Fora;De zero a conversacao: a jornada de um aluno em Barcelona;AULA;DE ZERO A CONVERSACAO: A JORNADA DE UM ALUNO EM BARCELONA;6 slides;Olha o resultado que esse aluno teve 👇  De zero a conversacao: a jornada de um aluno em Barcelona  E...
2026-04-26_1830;2026-04-26;Domingo;18:30;REEL;TOPO;Expressoes Idiomaticas;Academico;Como falar 'ralar muito' em espanhol (vol. 2);ERROS;Voce sabe como falar isso em espanhol?;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'ralar muito' em espanhol (vol. 2)  N...
2026-04-26_2000;2026-04-26;Domingo;20:00;CARROSSEL;MEIO;Perguntas de Seguidores;Profissional;Seguidor pergunta: como pedir aumento em espanhol?;ERROS;COMO PEDIR AUMENTO EM ESPANHOL?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como pedir aumento em espanhol?  Recebi essa pergun...
2026-04-27_0700;2026-04-27;Segunda;07:00;REEL;TOPO;Expressoes Idiomaticas;Viajante;Como falar 'dar mole' em espanhol;VIAGEM;Eu, como nativa, nunca entendi essa expressao... ate agora.;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'dar mole' em espanhol  Nos, nativos,...
2026-04-27_0930;2026-04-27;Segunda;09:30;CARROSSEL;TOPO;Cultura e Diferencas;Vai Morar Fora;Como e o inverno de verdade em Madrid (vol. 2);VIAGEM;COMO E O INVERNO DE VERDADE EM MADRID (VOL. 2);7 slides;Sabia que isso muda de pais pra pais? 🌎  Como e o inverno de verdade em Madrid (vol. 2)  O mundo his...
2026-04-27_1200;2026-04-27;Segunda;12:00;REEL;MEIO;Historia e Autoridade Pessoal;Academico;15 anos ensinando brasileiros — o que eu descobri (vol. 2);METODO;Essa experiencia mudou completamente a forma como eu ensino.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  15 anos ensinando brasileiros — o que eu descobri (vo...
2026-04-27_1500;2026-04-27;Segunda;15:00;CARROSSEL;MEIO;Quebra de Crencas;Profissional;O problema nao e seu ingles ruim — e seu espanhol inexistente;METODO;O PROBLEMA NAO E SEU INGLES RUIM — E SEU ESPANHOL INEXISTENTE;6 slides;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  O problema nao e seu ingles ruim — e seu espanhol...
2026-04-27_1830;2026-04-27;Segunda;18:30;REEL;TOPO;Expressoes Idiomaticas;Viajante;Como falar 'dar mole' em espanhol (vol. 2);VIAGEM;Eu, como nativa, nunca entendi essa expressao... ate agora.;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'dar mole' em espanhol (vol. 2)  Nos,...
2026-04-27_2000;2026-04-27;Segunda;20:00;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;Como o acompanhamento inteligente acelera sua fluencia (vol. 2);METODO;COMO O ACOMPANHAMENTO INTELIGENTE ACELERA SUA FLUENCIA (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como o acompanhamento inteligente acelera sua flu...
2026-04-28_0700;2026-04-28;Terca;07:00;REEL;MEIO;Perguntas de Seguidores;Academico;Seguidor pergunta: verbos irregulares — tem macete?;PRONUNCIA;Um seguidor me mandou essa pergunta e a resposta vai te surpreender.;30-60 segundos;Voces pediram, eu respondi 👇  Seguidor pergunta: verbos irregulares — tem macete?  Recebi essa pergu...
2026-04-28_0930;2026-04-28;Terca;09:30;CARROSSEL;TOPO;Palavras do Cotidiano;Profissional;Como falar 'salario' em espanhol (vol. 2);ERROS;COMO FALAR SALARIO (VOL. 2) EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'salario' em espanhol (vol. 2)  Nos, nativos, ...
2026-04-28_1200;2026-04-28;Terca;12:00;REEL;TOPO;Palavras do Cotidiano;Viajante;Como falar 'perrengue' em espanhol;VIAGEM;Essa palavra simples tem traducao ERRADA na sua cabeca.;30-60 segundos;Essa palavra simples vai te surpreender 👇  Como falar 'perrengue' em espanhol  Nos, nativos, falamos...
2026-04-28_1500;2026-04-28;Terca;15:00;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;Como o acompanhamento inteligente acelera sua fluencia (vol. 2);METODO;COMO O ACOMPANHAMENTO INTELIGENTE ACELERA SUA FLUENCIA (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como o acompanhamento inteligente acelera sua flu...
2026-04-28_1830;2026-04-28;Terca;18:30;REEL;MEIO;Dor e Identificacao;Academico;Voce pode perder a bolsa por causa do espanhol?;TRAVA;Essa frustracao tem nome. E tem solucao.;30-60 segundos;Se voce se identifica... esse post e pra voce. 👇  Voce pode perder a bolsa por causa do espanhol?  E...
2026-04-28_2000;2026-04-28;Terca;20:00;CARROSSEL;MEIO;Desejo e Transformacao;Profissional;Imagina ser promovido gracas ao espanhol no curriculo...;AULA;IMAGINA SER PROMOVIDO GRACAS AO ESPANHOL NO CURRICULO;5 slides;Fecha os olhos e imagina isso... ✨  Imagina ser promovido gracas ao espanhol no curriculo...  Isso n...
2026-04-29_0700;2026-04-29;Quarta;07:00;REEL;MEIO;Desejo e Transformacao;Viajante;Como seria viajar sem depender de tradutor?;AULA;E se eu te dissesse que isso e possivel em 6 meses?;30-60 segundos;Fecha os olhos e imagina isso... ✨  Como seria viajar sem depender de tradutor?  Isso nao e um sonho...
2026-04-29_0930;2026-04-29;Quarta;09:30;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;O pilar que faz voce pensar em espanhol em vez de traduzir (vol. 2);METODO;O PILAR QUE FAZ VOCE PENSAR EM ESPANHOL EM VEZ DE TRADUZIR (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  O pilar que faz voce pensar em espanhol em vez de...
2026-04-29_1200;2026-04-29;Quarta;12:00;REEL;TOPO;Cultura e Diferencas;Academico;A origem do espanhol: do latim ate hoje;VIAGEM;Isso que voce acha normal no Brasil e MUITO diferente la fora.;30-60 segundos;Sabia que isso muda de pais pra pais? 🌎  A origem do espanhol: do latim ate hoje  O mundo hispanico ...
2026-04-29_1500;2026-04-29;Quarta;15:00;CARROSSEL;FUNDO;Metodo e Bastidor;Profissional;Por que metodo generico nao resolve espanhol corporativo (vol. 2);METODO;POR QUE METODO GENERICO NAO RESOLVE ESPANHOL CORPORATIVO (VOL. 2);7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Por que metodo generico nao resolve espanhol corp...
2026-04-29_1830;2026-04-29;Quarta;18:30;REEL;TOPO;Cultura e Diferencas;Viajante;Festas que voce precisa viver: Espanha vs America Latina (vol. 2);VIAGEM;Isso que voce acha normal no Brasil e MUITO diferente la fora.;30-60 segundos;Sabia que isso muda de pais pra pais? 🌎  Festas que voce precisa viver: Espanha vs America Latina (v...
2026-04-29_2000;2026-04-29;Quarta;20:00;CARROSSEL;TOPO;Palavras do Cotidiano;Vai Morar Fora;Como falar 'mudanca' em espanhol;VIAGEM;COMO FALAR MUDANCA EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'mudanca' em espanhol  Nos, nativos, falamos i...
2026-04-30_0700;2026-04-30;Quinta;07:00;REEL;TOPO;Cultura e Diferencas;Academico;Por que o espanhol e a 2a lingua mais falada do mundo;VIAGEM;A diferenca cultural que ninguem te contou.;30-60 segundos;Sabia que isso muda de pais pra pais? 🌎  Por que o espanhol e a 2a lingua mais falada do mundo  O mu...
